date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:38:55	80683/80683	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:42:43%20GMT	https://nipponchemical.com.br/jet-tex-ac-210/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/jet-tex-ac-210/index.html	(from https://nipponchemical.com.br/higiene-textil-2/)
13:38:55	3370/3370	---M--	200	added ('OK')	image/png	etag:%22640f38f7-d2a%22	https://nipponchemical.com.br/wp-content/uploads/2022/10/icone_higienedecozinhas.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/10/icone_higienedecozinhas.png	(from https://nipponchemical.com.br/higiene-de-cozinhas/)
13:38:56	81472/81472	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:42:43%20GMT	https://nipponchemical.com.br/jet-tex-3000/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/jet-tex-3000/index.html	(from https://nipponchemical.com.br/higiene-textil-2/)
13:38:56	107824/107824	---M--	200	added ('OK')	image/jpeg	etag:%22640f38f7-1a530%22	https://nipponchemical.com.br/wp-content/uploads/2022/10/rest1.jpg	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/10/rest1.jpg	(from https://nipponchemical.com.br/higiene-de-cozinhas/)
13:38:57	80932/80932	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:42:43%20GMT	https://nipponchemical.com.br/jet-tex-1000-plus/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/jet-tex-1000-plus/index.html	(from https://nipponchemical.com.br/higiene-textil-2/)
13:38:57	81867/81867	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:42:44%20GMT	https://nipponchemical.com.br/jet-tex-900-n/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/jet-tex-900-n/index.html	(from https://nipponchemical.com.br/higiene-textil-2/)
13:38:57	81404/81404	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:42:44%20GMT	https://nipponchemical.com.br/jet-tex-90/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/jet-tex-90/index.html	(from https://nipponchemical.com.br/higiene-textil-2/)
13:38:57	43259/43259	---M--	200	added ('OK')	image/jpeg	etag:%22640f38f7-a8fb%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/foto_hcoz1.jpg	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/foto_hcoz1.jpg	(from https://nipponchemical.com.br/higiene-de-cozinhas/)
13:38:57	31988/31988	---M--	200	added ('OK')	image/jpeg	etag:%22640f38f7-7cf4%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/foto_hcoz2.jpg	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/foto_hcoz2.jpg	(from https://nipponchemical.com.br/higiene-de-cozinhas/)
13:38:58	8940/8940	---M--	200	added ('OK')	image/png	etag:%22640f38f7-22ec%22	https://nipponchemical.com.br/wp-content/uploads/2022/10/Ativo-30@4x-8-1024x207.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/10/Ativo-30@4x-8-1024x207.png	(from https://nipponchemical.com.br/higiene-de-cozinhas/)
13:38:58	80479/80479	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:42:45%20GMT	https://nipponchemical.com.br/jet-sour/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/jet-sour/index.html	(from https://nipponchemical.com.br/higiene-textil-2/)
13:38:58	81753/81753	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:42:46%20GMT	https://nipponchemical.com.br/jet-clor/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/jet-clor/index.html	(from https://nipponchemical.com.br/higiene-textil-2/)
13:38:58	80355/80355	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:42:46%20GMT	https://nipponchemical.com.br/alv-tex-supra/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/alv-tex-supra/index.html	(from https://nipponchemical.com.br/higiene-textil-2/)
13:38:58	44382/44382	---M--	200	added ('OK')	image/png	etag:%22640f38f8-ad5e%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/nippo-bac-l-70_-1.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/nippo-bac-l-70_-1.png	(from https://nipponchemical.com.br/higiene-de-cozinhas/)
13:38:59	81969/81969	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:42:46%20GMT	https://nipponchemical.com.br/alv-tex-5000/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/alv-tex-5000/index.html	(from https://nipponchemical.com.br/higiene-textil-2/)
13:38:59	49566/49566	---M--	200	added ('OK')	image/png	etag:%22640f38f7-c19e%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/SANIVEG-5-L_.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/SANIVEG-5-L_.png	(from https://nipponchemical.com.br/higiene-de-cozinhas/)
13:38:59	83021/83021	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:42:47%20GMT	https://nipponchemical.com.br/alv-tex-3000/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/alv-tex-3000/index.html	(from https://nipponchemical.com.br/higiene-textil-2/)
13:38:59	43129/43129	---M--	200	added ('OK')	image/png	etag:%22640f38f8-a879%22	https://nipponchemical.com.br/wp-content/uploads/2022/11/niseptfoam_5L_.png	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/wp-content/uploads/2022/11/niseptfoam_5L_.png	(from https://nipponchemical.com.br/higiene-de-cozinhas/)
13:39:00	82011/82011	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Mar%202023%2016:42:47%20GMT	https://nipponchemical.com.br/alv-tex-1000-plus/	C:/Users/joao.felix/Desktop/nipponatt/att/nipponchemical.com.br/alv-tex-1000-plus/index.html	(from https://nipponchemical.com.br/higiene-textil-2/)
